message,post_fb_url,page_name,username,page_id,page_cateogry,topadmin_country,page_description,page_created,page_likes,page_followers,created_date,created_date_edt,created_time,type,total_interaction,nb_likes,nb_comments,nb_shares,nb_love,nb_wow,nb_haha,nb_sad,nb_angry,nb_care,video_share_status,video_owner,video_post_view,video_total_view,video_total_view_crossposts,video_length,post_fb_url,,,final_link,image_text,link_text,,sponsor_id,sponsor_name,sponsor_category,Results
Thanks to Dedham Country Day School for their Natick Report support. Don't miss their Oct. 20th DCD Learning Spotlight: Grades 1 - 5.,https://www.facebook.com/355046068394084/posts/772935736605113,Natick Report,NatickReport,355046068394084,MEDIA_NEWS_COMPANY,US,"More than you really want to know about Natick, Mass.  News, school, arts, sports, and more.",2018-11-26 18:40:52,,,2020-10-19 14:14:48 EDT,2020-10-19,14:14:48,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/355046068394084/posts/772935736605113,,,,,DCD Learning Spotlight: Grades 1-5,,,,,
"Leonard Morse Hospital ER demise in Natick set for Oct. 25, though state still has questions https://www.natickreport.com/2020/10/leonard-morse-hospital-er-demise-set-for-oct-25/ MetroWest Medical Center Tenet Healthcare Corporation Framingham Union Hospital Newton-Wellesley Hospital",https://www.facebook.com/355046068394084/posts/767418203823533,Natick Report,NatickReport,355046068394084,MEDIA_NEWS_COMPANY,US,"More than you really want to know about Natick, Mass.  News, school, arts, sports, and more.",2018-11-26 18:40:52,,,2020-10-12 14:41:58 EDT,2020-10-12,14:41:58,Photo,5,0,0,4,0,0,0,1,0,0,,-,0,0,0,,https://www.facebook.com/355046068394084/posts/767418203823533,,,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FNatickReport%2Fphotos%2Fa.645908199307868%2F767415833823770%2F%3Ftype%3D3,,,,,,,
"Drop your election ballot in Natick’s patriotic new box at Town Hall https://www.natickreport.com/2020/10/drop-your-ballot-in-naticks-patriotic-new-box-at-town-hall/ Town of Natick, MA",https://www.facebook.com/355046068394084/posts/768883340343686,Natick Report,NatickReport,355046068394084,MEDIA_NEWS_COMPANY,US,"More than you really want to know about Natick, Mass.  News, school, arts, sports, and more.",2018-11-26 18:40:52,,,2020-10-14 12:53:12 EDT,2020-10-14,12:53:12,Photo,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/355046068394084/posts/768883340343686,,,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FNatickReport%2Fphotos%2Fa.645908199307868%2F768882353677118%2F%3Ftype%3D3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are talking about Incentive Pay. You will conclude from this episode that there is no silver bullet to this answer. https://bit.ly/30pVYqF:=:https://remarkableresults.biz/remarkable-results-radio-podcast/a191/ #aftermarketpodcast #remarkableresultspodcast #remarkableresultsradio #aftermarketstrong #listentolearnjustonething,https://www.facebook.com/343947639147707/posts/1451270965082030,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2237.0,2527.0,2020-10-01 14:44:01 EDT,2020-10-01,14:44:01,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1451270965082030,,,,,,,,,,0
"Who Says You Need an Automotive Background to Run a Successful Shop http://bit.ly/2v7Qcdi:=:https://remarkableresults.biz/a115/ Now visit with Brian Sump from Avalon Motorsports and Andy Bizub from Midwest Performance Cars as they share their strategy for growing their business. This is an interview like no other you’ve heard here on Remarkable Results or the Town Hall Academy for that matter. This interview should open your eyes because Brian and Andy did not grow up in the business. They were not technicians with a dream of owning their own shop. Brian was a professional football player and Andy was a commodity trader. They grew their business without the knowledge of the industry. They share their strategies and tactics that have shaped their continuing success. Brian and Andy basically became the CEO of their business. We talk about that a lot on the podcast. They used their people, network and training to learn, lead and grow their business. #aftermarketpodcast #townhallacademy #remarkableresultspodcast #remarkableresultsradio #automotive #aftermarket #carmcast #listentolearnjustonething",https://www.facebook.com/343947639147707/posts/1474449386097521,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2244.0,2540.0,2020-10-28 18:10:05 EDT,2020-10-28,18:10:05,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1474449386097521,,,,,Timeline photos,,,,,
"Our married partners are Judi and Dana Haglin of Haglin Automotive Boulder, CO, along with Kim and Rob Auernheimer of CS Automotive in Brentwood, Tennessee. They share their experiences in running a shop, together with their life partners. They make it sound simple, however as you’ll hear there was and continues to be a learning curve in their path to ‘harmony’. We’ll learn how they brought out the best in each other while improving their business’s and continuously making each other better. Learn at http://bit.ly/2Uj7505:=:https://remarkableresults.biz/e386/ hashtag#aftermarketpodcast hashtag#remarkableresultsradio hashtag#automotive hashtag#aftermarket hashtag#carmcast hashtag#marketing hashtag#training",https://www.facebook.com/343947639147707/posts/1452116838330776,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2237.0,2527.0,2020-10-02 15:10:04 EDT,2020-10-02,15:10:04,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1452116838330776,,,,,Timeline photos,,,,,
Shop Talk 8 - Second Shop Challenge - The Power of Blacktop - Industry Image http://bit.ly/2FhShcX:=:https://remarkableresults.biz/e395/ #aftermarketpodcast #automotiveaftermarket #carmcast #remarkableresultsradio #NAPA #autocare #aftermarket #automotive,https://www.facebook.com/343947639147707/posts/1476210612588065,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2244.0,2542.0,2020-10-30 15:10:06 EDT,2020-10-30,15:10:06,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1476210612588065,,,,,Timeline photos,,,,,
A big problem for many service professionals is learning how to manage cash flow. http://bit.ly/2L2T3fZ:=:https://remarkableresults.biz/a147/ #aftermarketpodcast #remarkableresultspodcast #remarkableresultsradio #townhallacademy,https://www.facebook.com/343947639147707/posts/1453457818196678,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2237.0,2529.0,2020-10-04 07:30:17 EDT,2020-10-04,07:30:17,Photo,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1453457818196678,,,,,Timeline photos,,,,,
"Informative and fun 25 minutes to improve your business and career. Shop Tour at Pellman's Automotive, Boulder, CO. Guest host Amy Mattinat from Autocraftsmen, Montpelier, VT. Streaming on Facebook, LinkedIn, and YouTube. #aftermarketweekly #aftermarketstrong. Episode 22",https://www.facebook.com/343947639147707/posts/727607634635157,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2237.0,2529.0,2020-10-06 12:00:14 EDT,2020-10-06,12:00:14,Live Video Complete,0,0,0,0,0,0,0,0,0,0,owned,Yes,24,24,0,00:30:31,https://www.facebook.com/343947639147707/posts/727607634635157,,,,,Aftermarket Weekly LIVE - Episode 22,,,,,
"Patrick McHugh from Bimmer Rescue, talks about the top three most important needs when opening a shop and his solution to time waste. https://bit.ly/316YMd6:=:https://remarkableresults.biz/remarkable-results-radio-podcast/e563/ #aftermarketpodcast #remarkableresultspodcast #remarkableresultsradio #aftermarketstrong #listentolearnjustonething",https://www.facebook.com/343947639147707/posts/1464177540458039,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2238.0,2531.0,2020-10-17 06:00:39 EDT,2020-10-17,06:00:39,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1464177540458039,,,,,,,,,,
Should you hire people smarter than you? Kevin Donohoe shares his passion & culture http://bit.ly/2aWgK4J:=:https://remarkableresults.biz/e143/,https://www.facebook.com/343947639147707/posts/1456433641232429,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2237.0,2529.0,2020-10-07 21:00:28 EDT,2020-10-07,21:00:28,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1456433641232429,,,,,Timeline photos,,,,,
"Three aftermarket coaches discuss 'Why Employees Leave'. Dan Taylor, Murray Voth and David Schedin will help to minimize your loss of great people. #listentolearnjustonething #thisiswhyipodcast #aftermarketpodcast #townhallacademy",https://www.facebook.com/343947639147707/posts/966880193820358,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2242.0,2538.0,2020-10-23 12:00:11 EDT,2020-10-23,12:00:11,Live Video Complete,15,5,10,0,0,0,0,0,0,0,owned,Yes,75,75,0,00:53:01,https://www.facebook.com/343947639147707/posts/966880193820358,,,,,Town Hall Academy:  Coaches Lab - Why Employees Leave,,,,,
New Today! Secure Vehicle Interface – Standards Evolve as the Vehicle is Part of a Larger Transportation System https://bit.ly/31Dljy9:=:https://remarkableresults.biz/remarkable-results-radio-podcast/e582/ #aftermarketpodcast #remarkableresultspodcast #remarkableresultsradio #aftermarketstrong #listentolearnjustonething,https://www.facebook.com/343947639147707/posts/1469855029890290,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2242.0,2538.0,2020-10-23 13:05:52 EDT,2020-10-23,13:05:52,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1469855029890290,,,,,,,,,,
"Mandy Pennington is the Director of Internet Marketing at Net Driven and she brings an array of ideas to improve the influence you have on your customer where they interact with you in their digital world. Be your customer’s ‘Day Maker’. Take ownership of your website and your social media channels so you can influence your customer in those micro-moments. Meet them where they are. http://bit.ly/2MAhikJ:=:https://remarkableresults.biz/e337/ We talk SEO, your customer purchase journey, and digital marketing trends for 2018 & beyond. We discuss protecting your online Image and the very big push for having a mobile-friendly website. It will make a difference in your digital marketing. #aftermarketpodcast",https://www.facebook.com/343947639147707/posts/1476988335843626,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2244.0,2543.0,2020-10-31 11:00:39 EDT,2020-10-31,11:00:39,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1476988335843626,,,,,Timeline photos,,,,,
Abundance can come at us passively if we like it or not. http://bit.ly/2EN6vTO:=:https://remarkableresults.biz/ftr/f025 #aftermarketpodcast #fortherecord #remarkableresultsradio #carmcast,https://www.facebook.com/343947639147707/posts/1477095102499616,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2244.0,2543.0,2020-10-31 13:40:03 EDT,2020-10-31,13:40:03,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1477095102499616,,,,,Timeline photos,,,,,
What is the EIDL Loan Program and what are the terms? What I am allowed to use this for? What am I not allowed to use this for? Should I pay mine back or should I hang onto it? Listen Here: https://bit.ly/3NF3aGc:=:https://huntdemarest.captivate.fm/episode/015,https://www.facebook.com/343947639147707/posts/1898750427000746,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2507.0,2981.0,2022-06-19 18:00:08 EDT,2022-06-19,18:00:08,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1898750427000746,,,,u BUSINESS BY THE NUMBERS HUNT DEMAREST CPA/ABV NAPA AUTOCARE CENTER ARN RADIO NETWORK AFTERMARKET SHOPWARE Episode 15 EIDL- Economic Injury Disaster Loan- UPDATE,Timeline photos,,,,,
"Guest host and shop tour with Reggie Stewart, Reggie's Motorworks and Noble Auto Service, Noblesville, IN. Streaming Live on Facebook, LinkedIn, YouTube, Twitter and remarkableresults.biz/live:=:https://remarkableresults.biz/listenlive/",https://www.facebook.com/343947639147707/posts/1889350287940760,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2510.0,2982.0,2022-06-06 10:33:59 EDT,2022-06-06,10:33:59,Live Video Scheduled,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1889350287940760,,,,,Aftermarket Weekly 109,,,,,
A big part of building your Standard Operating Procedures is to start. Brian shares his formula and discipline for not only starting but for continual improvement. https://bit.ly/3crDIlB:=:https://remarkableresults.biz/remarkable-results-radio-podcast/e573/ #aftermarketpodcast #remarkableresultspodcast #remarkableresultsradio #aftermarketstrong,https://www.facebook.com/343947639147707/posts/1465333333675793,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2238.0,2531.0,2020-10-18 12:00:51 EDT,2020-10-18,12:00:51,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1465333333675793,,,,,Timeline photos,,,,,
"Grease Monkey Be Gone: When Techs Rock, America Rolls.℠ http://bit.ly/2gkuttw:=:https://remarkableresults.biz/e176/ Jennifer Maher, Executive Director and CEO of TechForce delivers a powerful message on pulling together a collective effort from the entire automotive transportation industry to help build the pipeline of students to fill the technician ranks for the future.",https://www.facebook.com/343947639147707/posts/1472720209603772,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2243.0,2539.0,2020-10-26 19:45:04 EDT,2020-10-26,19:45:04,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1472720209603772,,,,,Timeline photos,,,,,
"Tuesday 6/14 12 pm EST Guest host and shop tour with Jae Malinowski, Faithfull Tirecraft, Saskatoon, Saskatchewan. Streaming Live on Facebook, YouTube, LinkedIn, Twitter and remarkableresults.biz/live:=:https://remarkableresults.biz/listenlive/",https://www.facebook.com/343947639147707/posts/774830450183970,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2509.0,2982.0,2022-06-14 12:00:10 EDT,2022-06-14,12:00:10,Live Video Complete,0,0,0,0,0,0,0,0,0,0,owned,Yes,28,28,0,00:30:35,https://www.facebook.com/343947639147707/posts/774830450183970,,,,,Aftermarket Weekly 110,,,,,
"The power of the premier aftermarket podcast. Now introducing ""The Series"". Listen exclusively to this special series here: http://bit.ly/1nZULB7:=:https://remarkableresults.biz/category/industry-women/ Find them all on the home page here: http://bit.ly/1JUnsaY:=:https://remarkableresults.biz/home",https://www.facebook.com/343947639147707/posts/1457181041157689,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2236.0,2529.0,2020-10-08 21:03:02 EDT,2020-10-08,21:03:02,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1457181041157689,,,,,Timeline photos,,,,,
We are talking about Incentive Pay. You will conclude from this episode that there is no silver bullet to this answer. https://bit.ly/30pVYqF:=:https://remarkableresults.biz/remarkable-results-radio-podcast/a191/ #aftermarketpodcast #remarkableresultspodcast #remarkableresultsradio #aftermarketstrong #listentolearnjustonething,https://www.facebook.com/343947639147707/posts/1469559319919861,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2242.0,2538.0,2020-10-23 06:00:26 EDT,2020-10-23,06:00:26,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1469559319919861,,,,,Timeline photos,,,,,
"Catch insights, trends and best practices with stories form automotive aftermarket professionals http://bit.ly/1m1UrjS:=:https://remarkableresults.biz/episodes/",https://www.facebook.com/343947639147707/posts/1470166966525763,Remarkable Results Podcast,RemarkableResultsPodcast,343947639147707,MEDIA_NEWS_COMPANY,US,"Remarkable Results Radio Podcast: The Voices, Ideas and Insights that are Shaping the Future of the Automotive Aftermarket - Reside Here",2015-04-01 19:16:15,2242.0,2538.0,2020-10-23 22:00:30 EDT,2020-10-23,22:00:30,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/343947639147707/posts/1470166966525763,,,,,Timeline photos,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spreading awareness about the tragedy occurring along the border in Ciudad Juarez, Mexico is Imperative Entertainment's first English and Spanish language podcast The Red Note (La Nota Roja), which examines the story of the Juarez femicides through the voices of investigators who have tried to solve the mystery of these crimes. The investigation into these crimes has revealed a systemic web of corruption, drug violence, sex trafficking, and unchecked globalization that authorities have tried desperately to hide. Join us, as we listen and learn every Tuesday when a new episode drops. Click one of the links below or find The Red Note (English) or La Nota Roja (Spanish) on Apple Podcasts or wherever you get shows. The Red Note: https://link.chtbl.com/TheRedNotePodcast La Note Roja: https://link.chtbl.com/LaNotaRojaPodcast Westwood One",https://www.facebook.com/159326604103130/posts/3405754119460346,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5081.0,5100.0,2020-10-08 11:01:56 EDT,2020-10-08,11:01:56,Native Video,0,0,0,0,0,0,0,0,0,0,owned,Yes,63,63,0,00:00:44,https://www.facebook.com/159326604103130/posts/3405754119460346,,,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F989WJEZ%2Fvideos%2F272584740541090%2F,,"The Red Note, a podcast about the Juarez femicides",,,,,1
"UPDATE: Due to COVID-19 restrictions being imposed this week, the organizers of the Pontiac Elks Brunch for Veterans have postponed the event. It will now take place in March when, hopefully, things have changed for the better.",https://www.facebook.com/159326604103130/posts/3462189967150094,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5084.0,5104.0,2020-10-28 11:03:00 EDT,2020-10-28,11:03:00,Link,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/3462189967150094,,,,,Community Forum: The Pontiac Elks Club Offers Free Brunch for Veterans on November 8th,,,,,
"This is the weekend! DAYLIGHT SAVING TIME ENDS at 2:00 a.m. Sunday, November 1st. Don't forget to FALL BACK. (It's too bad that 2020 has to be an hour longer, but you want to stay in sync with everybody else, so this is the weekend.)",https://www.facebook.com/159326604103130/posts/3467758046593286,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5085.0,5105.0,2020-10-30 11:29:59 EDT,2020-10-30,11:29:59,Photo,3,2,0,0,0,0,0,1,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/3467758046593286,,,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F989WJEZ%2Fphotos%2Fa.164817500220707%2F3467754356593655%2F%3Ftype%3D3,,,,,,,
https://www.wjez.com/2022/06/10/community-forum-theyre-celebrating-at-ihr/,https://www.facebook.com/159326604103130/posts/5218891944813212,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5139.0,5207.0,2022-06-10 16:44:59 EDT,2022-06-10,16:44:59,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/5218891944813212,,,,,Community Forum: They're Celebrating at IHR,,,,,
,https://www.facebook.com/159326604103130/posts/3409215965780828,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5082.0,5101.0,2020-10-09 12:28:06 EDT,2020-10-09,12:28:06,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/3409215965780828,,,,,County COVID-19 Numbers for Week of 10-4-20,,,,,
"Each weekday, we share our Community Forum here on Facebook. Here's our latest interview.",https://www.facebook.com/159326604103130/posts/3383382015030890,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5079.0,5099.0,2020-10-01 11:27:05 EDT,2020-10-01,11:27:05,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/3383382015030890,,,,,The Pontiac Chamber is Open for Business,,,,,
"The Community Forum on WJEZ is heard weekday mornings at 6:50 on Classic Hits, 98.9, WJEZ.",https://www.facebook.com/159326604103130/posts/3409196562449435,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5082.0,5101.0,2020-10-09 12:20:02 EDT,2020-10-09,12:20:02,Link,6,0,0,6,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/3409196562449435,,,,,Community Forum: Parks and Rec Getting Set for Fall and Winter,,,,,
An event that was all about butterflies was part of a beautiful weekend in Pontiac. The U of I extension had kids engaged in learning on Block 59.,https://www.facebook.com/159326604103130/posts/5205249139510826,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5138.0,5202.0,2022-06-05 20:41:04 EDT,2022-06-05,20:41:04,Photo,38,29,1,6,2,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/5205249139510826,,,,,Photos from WJEZ's post,,,,,
"Pontiac Superintendent Jon Kilgore talks about some great students, changes on the school board, and more. Check out the conversation with a click. https://www.wjez.com/2022/06/17/community-forum-pths-is-the-home-of-top-performers/",https://www.facebook.com/159326604103130/posts/5238257716209968,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5140.0,5208.0,2022-06-17 18:22:31 EDT,2022-06-17,18:22:31,Photo,6,4,0,2,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/5238257716209968,,,,PONTIAC TOWNSHIP HIGH SCHOOL,,,,,,
"It’s been quite a year… we all deserve luxury bamboo sheets in our lives. At the end of a long day, give yourself the comfort of getting under soft, breathable sheets. $29.99 gets you the 6-Piece Luxury Soft Bamboo Sheet Set and there are 12 colors to choose from. That’s a $149.99 value for a fraction of the price! If you can’t find us, we’re probably tucked away in to our naturally hypoallergenic and antibacterial bamboo sheets.",https://www.facebook.com/159326604103130/posts/3437225729646518,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5083.0,5102.0,2020-10-19 11:30:42 EDT,2020-10-19,11:30:42,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/3437225729646518,,,,,6-Piece Luxury Soft Bamboo Bed Sheet Set in 12 Colors,,,,,
"This year has been beyond most of our imaginations so it's only fitting for ’Wild Thing’ to have us talking about even stranger and more unusual things...like extraterrestrial life, alien abduction, and space invaders – hey it's 2020, anything can happen! The Wild Thing podcast, now in its second season, takes our collective gaze skyward, captures our imagination, and allows us to soar into the unknown with host Laura Krantz. Today, listen with us as astronomer Frank Drake talks about the odds of seeing extraterrestrial life.​👽 Click the link below to examine the science, culture, and philosophy of a universe where we are not alone! https://link.chtbl.com/WildThing Westwood One",https://www.facebook.com/159326604103130/posts/3383314388370986,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5079.0,5099.0,2020-10-01 11:02:42 EDT,2020-10-01,11:02:42,Native Video,2,2,0,0,0,0,0,0,0,0,owned,Yes,111,111,0,00:00:13,https://www.facebook.com/159326604103130/posts/3383314388370986,,,,,"Wild Thing,' a podcast about extraterrestrial life",,,,,
,https://www.facebook.com/159326604103130/posts/3429193163783108,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5081.0,5100.0,2020-10-16 10:13:43 EDT,2020-10-16,10:13:43,Link,2,1,0,0,0,1,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/3429193163783108,,,,,COVID-19 Infection Total Rises to 526,,,,,
